Company Name,Company HQ,Sector,URL,Date,
Renold plc,UK,Manufacturing ,http://www.renold.com/media/1269225/modern-slavery-act-2015-statement-final-090816.pdf,24/8/16,
Resource Group,UK,Professional services,https://www.resourcegroup.co.uk/media/2402/modern-slavery-statement-signed.pdf,23/8/16,
Resource Solutions Group (RSG),UK,Services,http://www.rsg-plc.com/Modern-Slavery-Act-Transparency-Statement-v1.1.pdf,23/8/16,
RFS Group Ltd,UK,Professional services,http://www.rfs.co.uk/anti-slavery/,23/8/16,
Ribbon Acquisition Ltd,UK,Travel,http://www.hilondonbloomsburyhotel.co.uk/media/1940864/ribbon_acquisition_ltd_msa_s.pdf ,23/8/16,
Richer Sounds,UK,Consumer products/retail,http://www.richersounds.com/static/SlaveryandHumanTraffickingStatementasat300416.pdf,23/8/16,
Ridgeons,UK,Construction & building materials ,http://www.ridgeons.co.uk/wp-content/uploads/2016/04/Slavery-Supplier-Code-of-Conduct-April-2016.pdf,23/8/16,
RM plc,UK,Technology,http://rmresults.co.uk/wp-content/themes/rm-results-aug/assets/Anti_Slavery_Policy.pdf,23/8/16,
Rochdale Boroughwide Housing (RBH),UK,Real estate,http://www.rbh.org.uk/rbh-publications,22/8/16,
Ruillon,UK,Services,http://www.rullion.co.uk/tools/employers-tools/modern-slavery-act/,23/8/16,
Russells Construction,UK,Construction & building materials,http://russells-construction.co.uk/perch/resources/about/slavery-human-trafficking-statement.pdf,8/25/16,
Ryness Electrical Supplies,UK,Consumer products/retail,https://www.ryness.co.uk/modern-day-slavery-and-human-trafficking-policy-statement,23/8/16,
S & L Personnel Ltd,UK,Services,http://slpersonnel.co.uk/pdf/Slavery_Human_Trafficking_Statement_Policy_V1.0_June_2016.pdf,24/8/16,
Sabic,Netherlands,Chemical,https://www.sabic.com/europe/en/anti-slavery-and-trafficking-statement,23/8/16,
SABMiller plc,UK,Agriculture/food/beverage,http://www.sabmiller.com/docs/default-source/sustainability-documents/sabmiller-slavery-and-human-trafficking-statement.pdf?sfvrsn=2,23/8/16,
Saint-Gobain Group ,France,Construction & building materials ,http://www.saint-gobain.co.uk/media/18062/modern-slavery-act-statement-2016.pdf,23/8/16,
Samtec Inc.,USA,Manufacturing ,http://suddendocs.samtec.com/qualitytools/uk-modernslaveryact2015.pdf,23/8/16,
Sanctuary Group,UK,Real estate,https://www.sanctuary-group.co.uk/,23/8/16,
Sandown Group,UK,Transport,http://www.sandown-group.co.uk/modern-slavery-act.aspx,23/8/16,
SCA Hygiene Products UK Ltd,UK,Consumer products/retail,http://www.sca.com/Global/AR_HumanTrafficking_Scan.pdf,23/8/16,
SCC (Specialist Computer Centres),UK,Technology,http://www.scc.com/modern-slavery-statement/,23/8/16,
SCISYS plc,UK,Technology,http://www.scisys.co.uk/who-we-are/corporate-governance/scisys-plc-anti-slavery-statement.html,23/8/16,
Scope,UK,Services,https://www.scope.org.uk/Scope/media/Documents/Homepage/Scope-Modern-Slavery-Statement-August-2016.pdf,22/8/16,
Scott Trust,UK,Media/publishing ,https://uploads.guim.co.uk/2016/07/25/Statement-ModernSlaveryAct.pdf,23/8/16,
Scottish Leather Group Limited,UK,Apparel & textile ,http://www.scottishleathergroup.com/ScottishLeatherGroup/Governance.aspx,23/8/16,
Scottish Sea Farms,UK,Agriculture/food/beverage,http://www.scottishseafarms.com/about/principles-and-approach/,23/8/16,
Scottish Water,UK,Utilities,http://www.scottishwater.co.uk/assets/about%20us/files/key%20publications/modernslaverystatementfinal.pdf,23/8/16,
Scottish Woodlands,UK,Professional services,http://www.scottishwoodlands.co.uk/assets/pdf/Modern_Slavery_Act_2015.pdf,23/8/16,
Seasalt,UK,Consumer products/retail,https://d2bvpivebkb899.cloudfront.net/seasalt/static_pages/our_standards/9fe008a1.SlaveryStatement_Sept2015.pdf/SlaveryStatement_Sept2015.pdf,23/8/16,
Seko Global Logistics Network LLC,USA,Professional services,http://www.sekologistics.com/media/258774/seko-anti-slavery-human-trafficking-statement_1-oct-2015_v1-101915-7.pdf,24/8/16,
Sembcorp Utilities (UK) Limited,UK,Utilities,http://www.sembcorp.co.uk/documents/AntiSlaveryandHumanTraffickingPolicyStatement240815.pdf,23/8/16,
Sheffield Teaching Hospitals NHS Foundation Trust ,UK,Health,http://www.sth.nhs.uk/about-us/modern-slavery-act-statement,24/8/16,
Shepherd Neame Limited,UK,Agriculture/food/beverage,http://www.shepherdneame.co.uk/slavery-statement,23/8/16,
Shepherds Bush Housing Group,UK,Real estate,https://www.sbhg.co.uk/policies,24/8/16,
Shiva Hotels,UK,Travel,http://shiva.co.uk/modernslavery,25/8/16,
Shoosmiths,UK,Professional services,http://www.shoosmiths.co.uk/slavery-and-human-trafficking-statement-11579.aspx,22/8/16,
Simons Group,UK,Construction & building materials ,http://www.simonsgroup.com/h/about-us/modern-slavery/225/,24/8/16,
Single Resource ,UK,Services,https://www.singleresource.co.uk/about/modern-slavery-statement/,24/8/16,
Smiths Group plc,UK,Technology,http://www.flextekgroup.com/pdf/Modern%20Slavery%20Act%20Statement%20(July%202016).pdf,8/31/16,
Sompo Japan Nipponkoa Insurance Company of Europe Limited,UK,Finance,http://www.sjnk.eu/modern-slavery-act/,24/8/16,
Sonardine International Limited,UK,Manufacturing ,http://sonardyne.com/images/modern-slavery-statement.pdf,24/8/16,
Southern Universities Purchasing Consortium ,UK,Services,http://supc.ac.uk/images/documents/SUPCStatementonModernSlavery.pdf,24/8/16,
Sovini Group,UK,Professional services,http://sovini.co.uk/about-us/our-responsibility/sovini-modern-slavery-act-2015-and-human-trafficking-compliance-statement/,24/8/16,
Spectris plc,UK,Technology,http://www.spectris.com/~/media/Files/S/Spectris/Spectris-Anti-Slavery-Statement-Dec15.pdf,24/8/16,
Spirax-Sarco Engineering plc,UK,Professional services,http://www.spiraxsarcoengineering.com/Sustainability/Documents/Modern%20Slavery%20Act%20Statement%202015.pdf,24/8/16,
Square One Resources Limited ,UK,Services,http://www.squareoneresources.com/slavery-and-human-trafficking-statement/,24/8/16,
SR Group,UK,Professional services,http://www.thesrgroup.com/SiteImages/Assets/1/9/ModernSlaveryHumanTraffickingStatement-Dec2015v23.pdf,24/8/16,
SSE plc.,UK,Utilities,http://sse.com/media/400902/statement-on-modern-slavery-v1.pdf,24/8/16,
SSP Limited,UK,Technology,http://www.ssp-worldwide.com/modern-slavery-act-statement/,24/8/16,
St Helens and Knowsley Teaching Hospitals NHS Trust,UK,Health,http://www.sthk.nhs.uk/about/trust-pledges/modern-slavery-act,24/8/16,
St Jude Medical,USA,Health,https://www.sjm.com/en/policies/transparency-in-supply-chains-act-statement?alert=DeepLinkSoftAlert&clset=af584191-45c9-4201-8740-5409f4cf8bdd%3ab20716c1-c2a6-4e4c-844b-d0dd6899eb3a,24/8/16,
Staffing Group,UK,Services,http://www.epprofessional.co.uk/modern-slavery-statement/,24/8/16,
Stanton Bonna Concrete Limited,UK,Construction & building materials ,http://www.stanton-bonna.co.uk/wp-content/uploads/2016/08/Slavery-and-human-trafficking-statement.pdf,22/8/16,
State Bank of India,India,Finance,http://www.sbiuk.com/footer/about-sbi/about-us,24/8/16,
Static Systems Group Plc,UK,Technology,http://www.staticsystems.co.uk/Modern-Day-Slavery-&-Human-Trafficking-Policy.html,22/8/16,
Steelcase,USA,Furnishings ,https://www.steelcase.com/steelcase-inc-anti-slavery-human-trafficking-statement/,24/8/16,
Steer Davies Gleave,UK,Professional services,http://www.steerdaviesgleave.com/sites/default/files/elfinder/Policies/Steer-Davies-Gleave-Modern-Slavery-Act-Policy-Statement.pdf,24/8/16,
Stepnell Holdings Ltd,UK,Construction & building materials ,http://www.stepnell.co.uk/media/documents/slavery_and_human_trafficking_policy_statement.pdf,24/8/16,
STIHL Inc ,USA,Consumer products/retail,https://www.stihlusa.com/information/corporate/legal/statement-slavery-human-trafficking/,24/8/16,
Stone Computers Ltd,UK,Professional services,https://www.stonegroup.co.uk/app/uploads/2016/08/Modern-Slavery-Policy-Statement.pdf,8/26/16,
Stonewater Limited,UK,Real estate,https://www.stonewater.org/modern-slavery-and-human-trafficking-statement/,8/30/16,
Stork Technical Services (RBG) Limited,Netherlands,Professional services,https://www.stork.com/uploads/pdf/Anti-Slavery_and_Human_Trafficking_Website_Statement.pdf,24/8/16,
Suma Wholefoods,UK,Consumer products/retail,http://www.suma.coop/about/anti-slavery-statement/,24/8/16,
Swagelok ,USA,Manufacturing ,http://www.swagelok.com/en/About/Our-Business/Supply-Chain/Antislavery%20and%20Human%20Trafficking%20Statement,24/8/16,
Swan Housing Association Group,UK,Real estate,http://www.swan.org.uk/media/167626/final_board_approved_swan_housing_association_group_modern_slavery_statement_dated_7_july_2016.pdf,24/8/16,
Sweett Group,UK,Professional services,http://www.sweettgroup.com/wp-content/uploads/2016/07/Modern-Slavery-Statement.pdf,8/26/16,
Swissport GB Ltd,UK,Transport,http://www.swissport.com/fileadmin/downloads/Modern-Slavery-Statement-Swissport-GB-Ltd-July16.pdf,24/8/16,
T&K Gallagher Ltd,UK,Utilities,http://www.gallagherltd.co.uk/media/1272/po008-modern-slavery-statement-16-17-issue-03.pdf-__Modern_Slavery_Statement_16-17_-_Issue_03.pdf,24/8/16,
Tata Steel Europe Group,UK,Metals/plastics/basic metals,http://www.tatasteeleurope.com/static_files/Downloads/Corporate/supply%20chain%20transparency/supply%20chain%20transparency.pdf,22/8/16,
Tate & Lyle plc.,UK,Agriculture/food/beverage,http://www.tateandlyle.com/Responsibility/Documents/Modern%20Slavery%20Act%20Statement%20FY16.pdf,24/8/16,
Telecom Plus Plc,UK,Technology,https://www.utilitywarehouse.co.uk/legal/modernSlaveryStatement,24/8/16,
Templine Employment Agency Ltd,UK,Services,http://www.templinerecruitment.co.uk/assets/images/pdfs/Slavery_and_human_trafficking_statement.pdf,24/8/16,
Tetenal Ltd,UK,Consumer products/retail,https://www.tetenaluk.com/media/wysiwyg/pdfs/tetenals-modern-slavery-policy-document.pdf,24/8/16,
Thai Union Group plc,Thailand,Agriculture/food/beverage,http://tu.listedcompany.com/newsroom/20160615-tu-modern-slavery-en.pdf,24/8/16,
Thames Water,UK,Utilities,https://www.thameswater.co.uk/tw/common/downloads/literature-company-information/Modern_Slavery_Statement_(Signed).pdf,8/25/16,
The Guinness Partnership,UK,Real estate,http://www.guinnesspartnership.com/slavery-human-trafficking-statement-2016-17/,19/8/16,
Thomas Armstrong (Holdings) Ltd,UK,Construction & building materials ,http://www.thomasarmstrong.co.uk/downloads/Thomas%20Armstrong%20Holdings%20Ltd%20-%20Modern%20Slavery%20Statement%20-%20July%202016.pdf,24/8/16,
Tibbetts Group Ltd,UK,Construction & building materials ,http://www.tibbettsgroup.co.uk/bfc/wp-content/uploads/2015/08/PS07-The-Modern-Slavery-act-2015.pdf,24/8/16,
Tideway (Bazelgette Tunnel Limited),UK,Construction & building materials ,https://www.tideway.london/media/2389/modern-slavery-statement-tideway-170516.pdf,22/8/16,
Tiffany & Co.,USA,Consumer products/retail,http://www.tiffany.co.uk/sustainability,24/8/16,
TLT Solicitors,UK,Professional services,http://www.tltsolicitors.com/slavery-statement/,24/8/16,
Together Housing Association (Green Vale is trading name),UK,Real estate,https://www.greenvalehomes.co.uk/media/1508858/modern-slavery-human-trafficking-statement-july-16.pdf,25/8/16,
Toro,USA,Consumer products/retail,https://www.toro.com/en-GB/about/corporate-responsibility/product-safety-sustainability/slavery-and-human-trafficking,24/8/16,
Total Food Service ,UK,Services,http://www.totalfoodservice.co.uk/data/ckeditor/Pdfs/Slavery_and_Human_Trafficking_FY2016-2017.pdf,18/8/16,
Toyota Tsusho Metals Ltd (part of Toyota Tsusho Metals Corporation (Japan)),UK,Metals/plastics/basic metals,http://media.wix.com/ugd/9e3b15_8f3babaf7efb4628b48a6e92e648165e.pdf,24/8/16,
TR Fastenings Ltd (part of Trifast Plc),UK,Manufacturing,https://trfastenings.blob.core.windows.net/sitecontent/d1b811191c6244b6b0140774db5bf3bb.pdf,8/25/16,
TRAC Intl. & Subsidiaries,UK,Professional services,http://www.tracinternational.com/documents/TRACPOLC11.pdf,24/8/16,
Transline Group,UK,Services,http://www.transline.co.uk/who-we-are/mds-statement/,24/8/16,
Trifast plc,UK,Manufacturing ,http://www.trifast.com/governance/modern-slavery-policy-statement-2016,24/8/16,
Trios ,UK,Services,http://www.triosgroup.co.uk/_downloads/Trios_Slavery_and_Human_Trafficking_Statement.pdf,24/8/16,
Tutco Heating Solutions Group (part of Smiths Group plc),UK,Professional services,http://www.tutco.com/about/modern-slavery-human-trafficking-statement/,22/8/16,
UCL,UK,Services,https://www.ucl.ac.uk/finance/policies-procedures/slavery-stmt,22/8/16,
UK Asset Resolution Group (UKAR) (Bradford & Bingley plc and NRAM Ltd),UK,Finance,http://www.ukar.co.uk/~/media/Files/U/Ukar-V2/attachments/documents/modern-slavery-act.pdf,22/8/16,
UK Power Networks,UK,Utilities,https://www.ukpowernetworks.co.uk/internet/asset/c89b0486-6272-41ff-8edc-0054e8efbe3e/Slavery%20and%20Human%20Trafficking%20Statement.pdf,8/26/16,
United Utilities,UK,Utilities,http://corporate.unitedutilities.com/slavery-human-trafficking.aspx,8/25/16,
UnitedHealthcare Global,UK,Health,http://www.uhcglobal.com/global-medical/uk-modern-slavery-act-statement/,22/8/16,
UNIVEG UK,UK,Agriculture/food/beverage,http://www.univeguk.co.uk/wp-content/uploads/2016/03/Modern-Slavery-Document.pdf,24/8/16,
University of Strathclyde Glasgow,UK,Services,http://www.strath.ac.uk/procurement/procurementguidance/procurementmanual/,25/8/16,
University of the Highlands and Islands,UK,Services,https://www.uhi.ac.uk/en/about-uhi/statement-on-compliance-with-modern-slavery-act-2015,24/8/16,
Van Elle,UK,Professional services,http://www.van-elle.co.uk/company/policies/Modern%20Slavery%20Statement.pdf,8/26/16,
"Vascutek (part of Terumo
Corporation)",Japan,Health,http://www.vascutek.com/slavery/Modern_Slavery_Act.pdf,24/8/16,
Vesuvius plc,UK,Professional services,http://www.vesuvius.com/de/statement-on-modern-slavery/,22/8/16,
VGC Group,UK,Services,https://vgcgroup.co.uk/careers/supporting-entrants/fair-employment/,24/8/16,
Vinci Construction UK Ltd,UK,Construction & building materials ,http://www.vinciconstruction.co.uk/downloads/modern-slavery-and-human-trafficking.pdf,24/8/16,
Vital Recruitment Limited,UK,Services,http://vitalrecruitment.com/Modern-Slavery-Statement.pdf,8/31/16,
Vocare,UK,Health,http://www.bduc.nhs.uk/about/slavery-human-trafficking/,24/8/16,
Vodafone,UK,Technology,http://www.vodafone.com/content/dam/vodafone-images/sustainability/downloads/slaverystatement2016.pdf,24/8/16,
voestalpine Metsec,UK,Construction & building materials ,http://www.metsec.com/downloads/policies/metsec-anti-slavery-and-human-trafficking-policy.pdf,24/8/16,
Volution Group plc,UK,Ventilation suppliers,http://www.volutiongroupplc.com/about-us/corporate-social-responsibility/modern-slavery-statement,22/8/16,
Voyage Care,UK,Services,http://www.voyagecare.com/about-us/modern-slavery-statement,24/8/16,
Vp plc,UK,Professional services,http://www.vpplc.com/investors/corporate-governance/anti-slavery-policy,24/8/16,
Walsall College,UK,Services,https://www.walsallcollege.ac.uk/corporate/show/partners-and-working-with-walsall-college,24/8/16,
Walsall Housing Group Limited,UK,Real estate,https://www.whg.uk.com/latestnews,24/8/16,
Wates Group,UK,Construction & building materials ,http://www.wates.co.uk/sites/all/modules/filemanager/files/SLAVERY_AND_HUMAN_TRAFFICKING_STATEMENT_.pdf,24/8/16,
WD Meats,UK,Agriculture/food/beverage,http://wd-meats.co.uk/site/wp-content/themes/wdtheme/images/slavery-and-trafficking.pdf,24/8/16,
Weightmans LLP,UK,Professional services,http://www.weightmans.com/media/3690512/modern-slavery-statement.pdf,24/8/16,
Wessex Water Services,UK,Utilities,https://www.wessexwater.co.uk/Modern-Slavery-Act/,24/8/16,
Western Power Distribution,UK,Utilities ,https://www.westernpowerinnovation.co.uk/Modern-Slavery-Act.aspx,22/8/16,
WFW Global LLP,UK,Professional services,http://www.wfw.com/slavery-and-human-trafficking/,24/8/16,
Wincanton,UK,Services,http://www.wincanton.co.uk/modern-slavery-act/,24/8/16,
Winterbotham Darby & Co Ltd,UK,Agriculture/food/beverage,http://www.winterbothamdarby.com/modern-day-slavery/,22/8/16,
Winvic Construction Limited,UK,Construction & building materials ,http://www.winvic.co.uk/employment/slavery-and-human-trafficking/,22/8/16,
Wipro Limited,India,Technology,http://www.wipro.com/documents/investors/pdf-files/Modern-Slavery-Statement-August-2016.pdf,22/8/16,
Withy King,UK,Professional services,https://www.withyking.co.uk/modern-slavery-act-transparency-statement/,24/8/16,
WM Housing Group,UK,Real estate,http://www.wmhousing.co.uk/upload/public/Documents/Corporate/Modern-Slavery-Act-Slavery-and-Human-Trafficking-Statement.pdf,24/8/16,
Wolseley UK Limited,UK,Construction & building materials ,http://www.wolseley.co.uk/how-we-work/modern-slavery-act.aspx,24/8/16,
Xodus Group,UK,Professional services,http://www.xodusgroup.com/about/modern-anti-slavery-statement,24/8/16,
Xoserve,UK,Professional services,http://www.xoserve.com/wp-content/uploads/Modern-Slavery-Act-Approved-Slavery-and-Human-Trafficking-Statement-April-2016-1.pdf,24/8/16,
YESSS Electrical,UK,Consumer products/retail,https://www.yesss.co.uk/downloads/1464969348scan1196.pdf,24/8/16,
YHA ,UK,Travel,http://www.yha.org.uk/modern-slavery-and-human-trafficking,24/8/16,
York Teaching Hospital NHS Foundation Trust,UK,Health,https://www.yorkhospitals.nhs.uk/about_us/reports_and_publications/declarations/,24/8/16,
Yorkshire Water (part of Kelda Group),UK,Utilities,https://www.yorkshirewater.com/about-us/what-we-do/modern-slavery-act,24/8/16,
PPF Group Ltd,UK,Services,http://www.ppfgroup.co.uk/files/downloads/Modern%20Slavery%20Statement.pdf,9/2/16,
,,,,,
